date,count
2014-05-17,38612
2014-05-18,41834
2014-05-19,61093
2014-05-20,63539
2014-05-21,63520
2014-05-22,62947
2014-05-23,58949
2014-05-24,38860
2014-05-25,41500
2014-05-26,54191
2014-05-27,62110
2014-05-28,62119
2014-05-29,57778
2014-05-30,55360
2014-05-31,36956
2014-06-01,38803
2014-06-02,57279
2014-06-03,61545
2014-06-04,62143
2014-06-05,61565
2014-06-06,56682
2014-06-07,37230
2014-06-08,39439
2014-06-09,56406
2014-06-10,60934
2014-06-11,61030
2014-06-12,58531
2014-06-13,54801
2014-06-14,36688
2014-06-15,38911
2014-06-16,57628
2014-06-17,60437
2014-06-18,59666
2014-06-19,58550
2014-06-20,54734
2014-06-21,36936
2014-06-22,40998
2014-06-23,57817
2014-06-24,59898
2014-06-25,59275
2014-06-26,58194
2014-06-27,54687
2014-06-28,34376
2014-06-29,36039
2014-06-30,56288
2014-07-01,57564
2014-07-02,58226
2014-07-03,57447
2014-07-04,46868
2014-07-05,31976
2014-07-06,35625
2014-07-07,57648
2014-07-08,59817
2014-07-09,58684
2014-07-10,59610
2014-07-11,56361
2014-07-12,36405
2014-07-13,37367
2014-07-14,57220
2014-07-15,60954
2014-07-16,60772
2014-07-17,58139
2014-07-18,55605
2014-07-19,35444
2014-07-20,37516
2014-07-21,58789
2014-07-22,61115
2014-07-23,61183
2014-07-24,60482
2014-07-25,56642
2014-07-26,37052
2014-07-27,40482
2014-07-28,58625
2014-07-29,60214
2014-07-30,60244
2014-07-31,59555
2014-08-01,54851
2014-08-02,34918
2014-08-03,36852
2014-08-04,57355
2014-08-05,60536
2014-08-06,60691
2014-08-07,59387
2014-08-08,55824
2014-08-09,35770
2014-08-10,38102
2014-08-11,59054
2014-08-12,60590
2014-08-13,60448
2014-08-14,58944
2014-08-15,53160
2014-08-16,35988
2014-08-17,39009
2014-08-18,59031
2014-08-19,61664
2014-08-20,61490
2014-08-21,61343
2014-08-22,58054
2014-08-23,38573
2014-08-24,41813
2014-08-25,58804
2014-08-26,61870
2014-08-27,61716
2014-08-28,60539
2014-08-29,56147
2014-08-30,36483
2014-08-31,38402
2014-09-01,53643
2014-09-02,62318
2014-09-03,63877
2014-09-04,63233
2014-09-05,59368
2014-09-06,39023
2014-09-07,40969
2014-09-08,59558
2014-09-09,63536
2014-09-10,64457
2014-09-11,64373
2014-09-12,60704
2014-09-13,40285
2014-09-14,42980
2014-09-15,63854
2014-09-16,66603
2014-09-17,66943
2014-09-18,65374
2014-09-19,61976
2014-09-20,41540
2014-09-21,45895
2014-09-22,65680
2014-09-23,65894
2014-09-24,67516
2014-09-25,66172
2014-09-26,62052
2014-09-27,40681
2014-09-28,44507
2014-09-29,66009
2014-09-30,65377
2014-10-01,64361
2014-10-02,63192
2014-10-03,58623
2014-10-04,40046
2014-10-05,42635
2014-10-06,64289
2014-10-07,67728
2014-10-08,70580
2014-10-09,68939
2014-10-10,65565
2014-10-11,45396
2014-10-12,46315
2014-10-13,68081
2014-10-14,70462
2014-10-15,71679
2014-10-16,71133
2014-10-17,66584
2014-10-18,45259
2014-10-19,46726
2014-10-20,71061
2014-10-21,74351
2014-10-22,71496
2014-10-23,72852
2014-10-24,68836
2014-10-25,46343
2014-10-26,51704
2014-10-27,72386
2014-10-28,73319
2014-10-29,71694
2014-10-30,73188
2014-10-31,66606
2014-11-01,43864
2014-11-02,48725
2014-11-03,72901
2014-11-04,75637
2014-11-05,76423
2014-11-06,74164
2014-11-07,71186
2014-11-08,49033
2014-11-09,52480
2014-11-10,74984
2014-11-11,76113
2014-11-12,77768
2014-11-13,77072
2014-11-14,72203
2014-11-15,50149
2014-11-16,53584
2014-11-17,77223
2014-11-18,79371
2014-11-19,79472
2014-11-20,78357
2014-11-21,73355
2014-11-22,50881
2014-11-23,55522
2014-11-24,78109
2014-11-25,79387
2014-11-26,76170
2014-11-27,67321
2014-11-28,61368
2014-11-29,46144
2014-11-30,51623
2014-12-01,77869
2014-12-02,80799
2014-12-03,80672
2014-12-04,78755
2014-12-05,74423
2014-12-06,51209
2014-12-07,54238
2014-12-08,77058
2014-12-09,79147
2014-12-10,77471
2014-12-11,76005
2014-12-12,70489
2014-12-13,47806
2014-12-14,50486
2014-12-15,73353
2014-12-16,74217
2014-12-17,72849
2014-12-18,70140
2014-12-19,64016
2014-12-20,42131
2014-12-21,45466
2014-12-22,59804
2014-12-23,57678
2014-12-24,45609
2014-12-25,34924
2014-12-26,40747
2014-12-27,37359
