Date,Closing Value,Return
8/24/1942,8.73,0.002296211
8/25/1942,8.65,-0.009163803
8/26/1942,8.54,-0.012716763
8/27/1942,8.59,0.005854801
8/28/1942,8.61,0.002328289
8/29/1942,8.62,0.00116144
8/31/1942,8.62,0
9/1/1942,8.62,0
9/2/1942,8.63,0.001160093
9/3/1942,8.62,-0.001158749
9/4/1942,8.61,-0.001160093
9/5/1942,8.62,0.00116144
9/8/1942,8.68,0.006960557
9/9/1942,8.64,-0.004608295
9/10/1942,8.58,-0.006944444
9/11/1942,8.54,-0.004662005
9/12/1942,8.55,0.00117096
9/14/1942,8.55,0
9/15/1942,8.59,0.004678363
9/16/1942,8.6,0.001164144
9/17/1942,8.59,-0.001162791
9/18/1942,8.66,0.00814901
9/19/1942,8.65,-0.001154734
9/21/1942,8.65,0
9/22/1942,8.68,0.003468208
9/23/1942,8.75,0.008064516
9/24/1942,8.86,0.012571429
9/25/1942,8.9,0.004514673
9/26/1942,8.88,-0.002247191
9/28/1942,8.89,0.001126126
9/29/1942,8.85,-0.004499438
9/30/1942,8.85,0
10/1/1942,8.92,0.007909605
10/2/1942,9.05,0.014573991
10/3/1942,9.08,0.003314917
10/5/1942,9.13,0.005506608
10/6/1942,9.13,0
10/7/1942,9.17,0.004381161
10/8/1942,9.3,0.014176663
10/9/1942,9.34,0.004301075
10/10/1942,9.41,0.007494647
10/13/1942,9.45,0.004250797
10/14/1942,9.43,-0.002116402
10/15/1942,9.31,-0.012725345
10/16/1942,9.35,0.004296455
10/17/1942,9.34,-0.001069519
10/19/1942,9.35,0.001070664
10/20/1942,9.47,0.012834225
10/21/1942,9.46,-0.001055966
10/22/1942,9.46,0
10/23/1942,9.43,-0.003171247
10/24/1942,9.44,0.001060445
10/26/1942,9.48,0.004237288
10/27/1942,9.39,-0.009493671
10/28/1942,9.31,-0.008519702
10/29/1942,9.3,-0.001074114
10/30/1942,9.36,0.006451613
10/31/1942,9.42,0.006410256
11/2/1942,9.48,0.006369427
11/4/1942,9.44,-0.004219409
11/5/1942,9.46,0.002118644
11/6/1942,9.58,0.012684989
11/7/1942,9.65,0.007306889
11/9/1942,9.69,0.004145078
11/10/1942,9.61,-0.008255934
11/12/1942,9.63,0.002081165
11/13/1942,9.57,-0.00623053
11/14/1942,9.56,-0.001044932
11/16/1942,9.48,-0.008368201
11/17/1942,9.36,-0.012658228
11/18/1942,9.4,0.004273504
11/19/1942,9.39,-0.00106383
11/20/1942,9.48,0.009584665
11/21/1942,9.49,0.001054852
11/23/1942,9.37,-0.012644889
11/24/1942,9.35,-0.002134472
11/25/1942,9.31,-0.004278075
11/27/1942,9.34,0.003222342
11/28/1942,9.34,0
11/30/1942,9.29,-0.005353319
12/1/1942,9.28,-0.001076426
12/2/1942,9.31,0.003232759
12/3/1942,9.34,0.003222342
12/4/1942,9.34,0
12/5/1942,9.35,0.001070664
12/7/1942,9.3,-0.005347594
12/8/1942,9.36,0.006451613
12/9/1942,9.36,0
12/10/1942,9.37,0.001068376
12/11/1942,9.37,0
12/12/1942,9.4,0.003201708
12/14/1942,9.42,0.00212766
12/15/1942,9.44,0.002123142
12/16/1942,9.52,0.008474576
12/17/1942,9.69,0.017857143
12/18/1942,9.68,-0.001031992
12/19/1942,9.7,0.002066116
12/21/1942,9.68,-0.002061856
12/22/1942,9.67,-0.001033058
12/23/1942,9.7,0.003102378
12/24/1942,9.74,0.004123711
12/26/1942,9.76,0.002053388
12/28/1942,9.65,-0.011270492
12/29/1942,9.65,0
12/30/1942,9.76,0.011398964
12/31/1942,9.77,0.00102459
1/2/1943,9.84,0.00716479
1/4/1943,9.92,0.008130081
1/5/1943,9.9,-0.002016129
1/6/1943,9.89,-0.001010101
1/7/1943,9.91,0.002022245
1/8/1943,9.92,0.001009082
1/9/1943,9.94,0.002016129
1/11/1943,9.96,0.002012072
1/12/1943,9.93,-0.003012048
1/13/1943,9.95,0.002014099
1/14/1943,10.01,0.006030151
1/15/1943,10.09,0.007992008
1/16/1943,10.1,0.00099108
1/18/1943,10.12,0.001980198
1/19/1943,10.02,-0.009881423
1/20/1943,10.03,0.000998004
1/21/1943,10.18,0.014955135
1/22/1943,10.17,-0.000982318
1/23/1943,10.21,0.003933137
1/25/1943,10.3,0.008814887
1/26/1943,10.35,0.004854369
1/27/1943,10.34,-0.000966184
1/28/1943,10.35,0.000967118
1/29/1943,10.44,0.008695652
1/30/1943,10.47,0.002873563
2/1/1943,10.52,0.004775549
2/2/1943,10.52,0
2/3/1943,10.44,-0.007604563
2/4/1943,10.43,-0.000957854
2/5/1943,10.51,0.007670182
2/6/1943,10.51,0
2/8/1943,10.5,-0.000951475
2/9/1943,10.58,0.007619048
2/10/1943,10.65,0.006616257
2/11/1943,10.67,0.001877934
2/13/1943,10.72,0.004686036
2/15/1943,10.81,0.008395522
2/16/1943,10.79,-0.001850139
2/17/1943,10.81,0.001853568
2/18/1943,10.66,-0.013876041
2/19/1943,10.64,-0.001876173
2/20/1943,10.77,0.012218045
2/23/1943,10.84,0.006499536
2/24/1943,10.9,0.005535055
2/25/1943,10.97,0.006422018
2/26/1943,10.97,0
2/27/1943,11,0.002734731
3/1/1943,10.92,-0.007272727
3/2/1943,10.84,-0.007326007
3/3/1943,10.98,0.012915129
3/4/1943,11,0.001821494
3/5/1943,11.05,0.004545455
3/6/1943,11.07,0.001809955
3/8/1943,11.01,-0.005420054
3/9/1943,10.95,-0.005449591
3/10/1943,10.9,-0.00456621
3/11/1943,11.01,0.010091743
3/12/1943,11.05,0.003633061
3/13/1943,11.06,0.000904977
3/15/1943,11.04,-0.001808318
3/16/1943,11.01,-0.002717391
3/17/1943,10.93,-0.007266122
3/18/1943,10.91,-0.001829826
3/19/1943,10.88,-0.002749771
3/20/1943,10.87,-0.000919118
3/22/1943,10.92,0.004599816
3/23/1943,10.95,0.002747253
3/24/1943,10.98,0.002739726
3/25/1943,11.21,0.020947177
3/26/1943,11.3,0.008028546
3/27/1943,11.33,0.002654867
3/29/1943,11.49,0.014121801
3/30/1943,11.59,0.00870322
3/31/1943,11.58,-0.000862813
4/1/1943,11.59,0.000863558
4/2/1943,11.56,-0.002588438
4/3/1943,11.58,0.001730104
4/5/1943,11.59,0.000863558
4/6/1943,11.76,0.014667817
4/7/1943,11.7,-0.005102041
4/8/1943,11.6,-0.008547009
4/9/1943,11.14,-0.039655172
4/10/1943,11.19,0.00448833
4/12/1943,11.15,-0.00357462
4/13/1943,11.14,-0.000896861
4/14/1943,11.28,0.012567325
4/15/1943,11.36,0.007092199
4/16/1943,11.33,-0.002640845
4/17/1943,11.39,0.005295675
4/19/1943,11.38,-0.000877963
4/20/1943,11.34,-0.003514938
4/21/1943,11.45,0.009700176
4/22/1943,11.48,0.002620087
4/24/1943,11.48,0
4/26/1943,11.48,0
4/27/1943,11.48,0
4/28/1943,11.48,0
4/29/1943,11.59,0.009581882
4/30/1943,11.59,0
5/1/1943,11.65,0.005176877
5/3/1943,11.82,0.014592275
5/4/1943,11.86,0.003384095
5/5/1943,11.93,0.005902192
5/6/1943,11.97,0.003352892
5/7/1943,11.81,-0.01336675
5/8/1943,11.93,0.010160881
5/10/1943,11.97,0.003352892
5/11/1943,11.93,-0.003341688
5/12/1943,11.88,-0.004191115
5/13/1943,11.92,0.003367003
5/14/1943,11.7,-0.018456376
5/15/1943,11.73,0.002564103
5/17/1943,11.72,-0.000852515
5/18/1943,11.81,0.007679181
5/19/1943,11.93,0.010160881
5/20/1943,11.9,-0.002514669
5/21/1943,11.9,0
5/22/1943,11.89,-0.000840336
5/24/1943,11.87,-0.001682086
5/25/1943,11.9,0.00252738
5/26/1943,11.99,0.007563025
5/27/1943,12.02,0.002502085
5/28/1943,12.05,0.00249584
5/29/1943,12.11,0.004979253
6/1/1943,12.18,0.005780347
6/2/1943,12.19,0.000821018
6/3/1943,12.24,0.004101723
6/4/1943,12.18,-0.004901961
6/5/1943,12.28,0.008210181
6/7/1943,12.15,-0.010586319
6/8/1943,12.08,-0.005761317
6/9/1943,12.12,0.003311258
6/10/1943,12.14,0.001650165
6/11/1943,12.08,-0.004942339
6/12/1943,12.1,0.001655629
6/14/1943,11.88,-0.018181818
6/15/1943,11.93,0.004208754
6/16/1943,11.95,0.001676446
6/17/1943,11.97,0.00167364
6/18/1943,11.96,-0.000835422
6/19/1943,11.97,0.00083612
6/21/1943,11.9,-0.005847953
6/22/1943,11.92,0.001680672
6/23/1943,11.89,-0.002516779
6/24/1943,11.95,0.005046257
6/25/1943,12.21,0.021757322
6/26/1943,12.25,0.003276003
6/28/1943,12.32,0.005714286
6/29/1943,12.28,-0.003246753
6/30/1943,12.35,0.005700326
7/1/1943,12.36,0.000809717
7/2/1943,12.35,-0.000809061
7/3/1943,12.37,0.001619433
7/6/1943,12.37,0
7/7/1943,12.35,-0.001616815
7/8/1943,12.36,0.000809717
7/9/1943,12.41,0.004045307
7/10/1943,12.42,0.000805802
7/12/1943,12.49,0.005636071
7/13/1943,12.57,0.006405124
7/14/1943,12.64,0.005568815
7/15/1943,12.57,-0.005537975
7/16/1943,12.54,-0.002386635
7/17/1943,12.56,0.001594896
7/19/1943,12.55,-0.000796178
7/20/1943,12.47,-0.006374502
7/21/1943,12.5,0.002405774
7/22/1943,12.5,0
7/23/1943,12.51,0.0008
7/24/1943,12.49,-0.001598721
7/26/1943,12.31,-0.014411529
7/27/1943,11.92,-0.03168156
7/28/1943,11.88,-0.003355705
7/29/1943,12.08,0.016835017
7/30/1943,11.85,-0.019039735
7/31/1943,11.68,-0.014345992
8/2/1943,11.47,-0.017979452
8/3/1943,11.72,0.02179599
8/4/1943,11.79,0.005972696
8/5/1943,11.75,-0.003392706
8/6/1943,11.63,-0.010212766
8/7/1943,11.61,-0.00171969
8/9/1943,11.6,-0.000861326
8/10/1943,11.71,0.009482759
8/11/1943,11.8,0.007685739
8/12/1943,11.73,-0.005932203
8/13/1943,11.84,0.009377664
8/14/1943,11.84,0
8/16/1943,11.81,-0.002533784
8/17/1943,11.88,0.00592718
8/18/1943,11.92,0.003367003
8/19/1943,11.91,-0.000838926
8/20/1943,11.81,-0.008396306
8/21/1943,11.72,-0.00762066
8/23/1943,11.6,-0.010238908
8/24/1943,11.69,0.007758621
8/25/1943,11.71,0.001710864
8/26/1943,11.75,0.003415884
8/27/1943,11.67,-0.006808511
8/28/1943,11.68,0.000856898
8/30/1943,11.67,-0.000856164
8/31/1943,11.8,0.011139674
9/1/1943,11.84,0.003389831
9/2/1943,11.84,0
9/3/1943,11.82,-0.001689189
9/4/1943,11.84,0.001692047
9/7/1943,11.85,0.000844595
9/8/1943,11.78,-0.005907173
9/9/1943,11.91,0.011035654
9/10/1943,11.93,0.001679261
9/11/1943,11.92,-0.000838223
9/13/1943,11.91,-0.000838926
9/14/1943,11.89,-0.001679261
9/15/1943,11.91,0.001682086
9/16/1943,11.98,0.005877414
9/17/1943,12.1,0.010016694
9/18/1943,12.21,0.009090909
9/20/1943,12.23,0.001638002
9/21/1943,12.24,0.000817661
9/22/1943,12.21,-0.00245098
9/23/1943,12.1,-0.009009009
9/24/1943,12.1,0
9/25/1943,12.09,-0.000826446
9/27/1943,12,-0.007444169
9/28/1943,11.98,-0.001666667
9/29/1943,12.01,0.002504174
9/30/1943,12.08,0.005828476
10/1/1943,12.09,0.000827815
10/2/1943,12.08,-0.00082713
10/4/1943,12.02,-0.004966887
10/5/1943,11.97,-0.004159734
10/6/1943,11.83,-0.011695906
10/7/1943,11.67,-0.013524937
10/8/1943,11.72,0.00428449
10/9/1943,11.79,0.005972696
10/11/1943,11.7,-0.007633588
10/13/1943,11.7,0
10/14/1943,11.75,0.004273504
10/15/1943,11.83,0.006808511
10/16/1943,11.87,0.003381234
10/18/1943,11.85,-0.00168492
10/19/1943,11.91,0.005063291
10/20/1943,11.95,0.003358522
10/21/1943,11.84,-0.009205021
10/22/1943,11.89,0.004222973
10/23/1943,11.89,0
10/25/1943,11.88,-0.000841043
10/26/1943,11.92,0.003367003
10/27/1943,11.99,0.005872483
10/28/1943,11.96,-0.002502085
10/29/1943,11.91,-0.004180602
10/30/1943,11.92,0.000839631
11/1/1943,11.92,0
11/3/1943,11.78,-0.011744966
11/4/1943,11.68,-0.008488964
11/5/1943,11.59,-0.007705479
11/6/1943,11.6,0.000862813
11/8/1943,11.26,-0.029310345
11/9/1943,11.3,0.003552398
11/10/1943,11.41,0.009734513
11/12/1943,11.29,-0.01051709
11/13/1943,11.25,-0.003542958
11/15/1943,11.25,0
11/16/1943,11.2,-0.004444444
11/17/1943,11.13,-0.00625
11/18/1943,11.16,0.002695418
11/19/1943,11.3,0.012544803
11/20/1943,11.35,0.004424779
11/22/1943,11.34,-0.000881057
11/23/1943,11.3,-0.003527337
11/24/1943,11.24,-0.005309735
11/26/1943,11.15,-0.008007117
11/27/1943,11.12,-0.002690583
11/29/1943,10.99,-0.011690647
11/30/1943,11.02,0.002729754
12/1/1943,11.13,0.009981851
12/2/1943,11.22,0.008086253
12/3/1943,11.23,0.000891266
12/4/1943,11.24,0.000890472
12/6/1943,11.28,0.003558719
12/7/1943,11.38,0.008865248
12/8/1943,11.5,0.010544815
12/9/1943,11.43,-0.006086957
12/10/1943,11.49,0.005249344
12/11/1943,11.52,0.002610966
12/13/1943,11.48,-0.003472222
12/14/1943,11.45,-0.00261324
12/15/1943,11.44,-0.000873362
12/16/1943,11.5,0.005244755
12/17/1943,11.56,0.005217391
12/18/1943,11.61,0.00432526
12/20/1943,11.64,0.002583979
12/21/1943,11.61,-0.00257732
12/22/1943,11.6,-0.000861326
12/23/1943,11.59,-0.000862069
12/24/1943,11.61,0.001725626
12/27/1943,11.59,-0.001722653
12/28/1943,11.48,-0.00949094
12/29/1943,11.48,0
12/30/1943,11.69,0.018292683
12/31/1943,11.67,-0.001710864
1/3/1944,11.66,-0.000856898
1/4/1944,11.81,0.012864494
1/5/1944,11.94,0.011007621
1/6/1944,11.89,-0.004187605
1/7/1944,11.87,-0.001682086
1/8/1944,11.89,0.00168492
1/10/1944,11.85,-0.003364172
1/11/1944,11.92,0.005907173
1/12/1944,11.84,-0.006711409
1/13/1944,11.81,-0.002533784
1/14/1944,11.86,0.0042337
1/15/1944,11.92,0.005059022
1/17/1944,11.9,-0.001677852
1/18/1944,11.87,-0.002521008
1/19/1944,11.88,0.00084246
1/20/1944,11.88,0
1/21/1944,11.9,0.001683502
1/22/1944,11.92,0.001680672
1/24/1944,11.89,-0.002516779
1/25/1944,11.88,-0.000841043
1/26/1944,11.76,-0.01010101
1/27/1944,11.74,-0.00170068
1/28/1944,11.81,0.005962521
1/29/1944,11.81,0
1/31/1944,11.85,0.00338696
2/1/1944,11.83,-0.001687764
2/2/1944,11.8,-0.002535926
2/3/1944,11.7,-0.008474576
2/4/1944,11.6,-0.008547009
2/5/1944,11.63,0.002586207
2/7/1944,11.56,-0.006018917
2/8/1944,11.67,0.009515571
2/9/1944,11.67,0
2/10/1944,11.75,0.006855184
2/11/1944,11.74,-0.000851064
2/14/1944,11.74,0
2/15/1944,11.82,0.00681431
2/16/1944,11.79,-0.002538071
2/17/1944,11.87,0.006785411
2/18/1944,11.78,-0.00758214
2/19/1944,11.78,0
2/21/1944,11.76,-0.001697793
2/23/1944,11.86,0.008503401
2/24/1944,11.88,0.001686341
2/25/1944,11.8,-0.006734007
2/26/1944,11.88,0.006779661
2/28/1944,11.89,0.000841751
2/29/1944,11.82,-0.0058873
3/1/1944,11.87,0.004230118
3/2/1944,11.88,0.00084246
3/3/1944,11.9,0.001683502
3/4/1944,11.9,0
3/6/1944,11.93,0.002521008
3/7/1944,12.01,0.006705784
3/8/1944,12.11,0.008326395
3/9/1944,12.08,-0.002477291
3/10/1944,12.1,0.001655629
3/11/1944,12.14,0.003305785
3/13/1944,12.24,0.008237232
3/14/1944,12.22,-0.001633987
3/15/1944,12.28,0.004909984
3/16/1944,12.29,0.000814332
3/17/1944,12.31,0.001627339
3/18/1944,12.25,-0.004874086
3/20/1944,12.2,-0.004081633
3/21/1944,12.25,0.004098361
3/22/1944,12.23,-0.001632653
3/23/1944,12.1,-0.010629599
3/24/1944,12.13,0.002479339
3/25/1944,12.11,-0.001648805
3/27/1944,12.1,-0.000825764
3/28/1944,11.98,-0.009917355
3/29/1944,11.95,-0.002504174
3/30/1944,12.03,0.006694561
3/31/1944,12.02,-0.000831255
4/1/1944,12.04,0.001663894
4/3/1944,11.96,-0.006644518
4/4/1944,11.97,0.00083612
4/5/1944,11.98,0.000835422
4/6/1944,12.04,0.005008347
4/8/1944,12.07,0.002491694
4/10/1944,12.06,-0.0008285
4/11/1944,12.06,0
4/12/1944,11.98,-0.006633499
4/13/1944,11.95,-0.002504174
4/14/1944,11.95,0
4/15/1944,11.98,0.00251046
4/17/1944,11.94,-0.003338898
4/18/1944,11.73,-0.01758794
4/19/1944,11.69,-0.00341006
4/20/1944,11.78,0.007698888
4/21/1944,11.8,0.001697793
4/22/1944,11.79,-0.000847458
4/24/1944,11.67,-0.010178117
4/25/1944,11.69,0.001713796
4/26/1944,11.76,0.005988024
4/27/1944,11.81,0.004251701
4/28/1944,11.87,0.00508044
4/29/1944,11.87,0
5/1/1944,11.96,0.00758214
5/2/1944,11.95,-0.00083612
5/3/1944,12.03,0.006694561
5/4/1944,12.01,-0.00166251
5/5/1944,12.08,0.005828476
5/6/1944,12.1,0.001655629
5/8/1944,12.09,-0.000826446
5/9/1944,12.08,-0.00082713
5/10/1944,12.08,0
5/11/1944,12.09,0.000827815
5/12/1944,12,-0.007444169
5/13/1944,11.98,-0.001666667
5/15/1944,11.99,0.000834725
5/16/1944,12,0.000834028
5/17/1944,12.08,0.006666667
5/18/1944,12.1,0.001655629
5/19/1944,12.12,0.001652893
5/20/1944,12.13,0.000825083
5/22/1944,12.13,0
5/23/1944,12.17,0.003297609
5/24/1944,12.22,0.004108463
5/25/1944,12.2,-0.001636661
5/26/1944,12.22,0.001639344
5/27/1944,12.25,0.002454992
5/29/1944,12.27,0.001632653
5/31/1944,12.35,0.006519967
6/1/1944,12.31,-0.003238866
6/2/1944,12.3,-0.000812348
6/3/1944,12.31,0.000813008
6/5/1944,12.23,-0.006498781
6/6/1944,12.31,0.006541292
6/7/1944,12.3,-0.000812348
6/8/1944,12.25,-0.004065041
6/9/1944,12.27,0.001632653
6/10/1944,12.33,0.004889976
6/12/1944,12.55,0.01784266
6/13/1944,12.64,0.007171315
6/14/1944,12.66,0.001582278
6/15/1944,12.73,0.005529226
6/16/1944,12.82,0.007069914
6/17/1944,12.86,0.003120125
6/19/1944,12.95,0.006998445
6/20/1944,12.97,0.001544402
6/21/1944,12.94,-0.00231303
6/22/1944,12.92,-0.001545595
6/23/1944,12.9,-0.001547988
6/24/1944,12.91,0.000775194
6/26/1944,12.98,0.005422153
6/27/1944,13.02,0.003081664
6/28/1944,12.95,-0.005376344
6/29/1944,12.94,-0.000772201
6/30/1944,12.98,0.00309119
7/1/1944,12.99,0.000770416
7/3/1944,13.11,0.009237875
7/5/1944,13.18,0.005339436
7/6/1944,13.13,-0.003793627
7/7/1944,13.16,0.002284844
7/8/1944,13.23,0.005319149
7/10/1944,13.27,0.003023432
7/11/1944,13.25,-0.001507159
7/12/1944,13.27,0.001509434
7/13/1944,13.22,-0.003767898
7/14/1944,13.23,0.00075643
7/15/1944,13.24,0.000755858
7/17/1944,13.1,-0.010574018
7/18/1944,12.98,-0.009160305
7/19/1944,13.07,0.006933744
7/20/1944,12.96,-0.00841622
7/21/1944,12.78,-0.013888889
7/22/1944,12.66,-0.009389671
7/24/1944,12.7,0.003159558
7/25/1944,12.8,0.007874016
7/26/1944,12.77,-0.00234375
7/27/1944,12.77,0
7/28/1944,12.7,-0.005481597
7/29/1944,12.7,0
7/31/1944,12.71,0.000787402
8/1/1944,12.78,0.005507474
8/2/1944,12.81,0.002347418
8/3/1944,12.73,-0.006245121
8/4/1944,12.61,-0.009426551
8/5/1944,12.64,0.002379064
8/7/1944,12.67,0.002373418
8/8/1944,12.62,-0.00394633
8/9/1944,12.68,0.004754358
8/10/1944,12.78,0.007886435
8/11/1944,12.83,0.003912363
8/12/1944,12.85,0.001558846
8/14/1944,12.85,0
8/15/1944,12.84,-0.00077821
8/16/1944,12.9,0.004672897
8/17/1944,12.98,0.00620155
8/18/1944,13.04,0.004622496
8/21/1944,12.98,-0.004601227
8/22/1944,12.89,-0.006933744
8/23/1944,12.91,0.00155159
8/24/1944,12.83,-0.006196747
8/25/1944,12.8,-0.00233827
8/28/1944,12.8,0
8/29/1944,12.84,0.003125
8/30/1944,12.87,0.002336449
8/31/1944,12.82,-0.003885004
9/1/1944,12.86,0.003120125
9/5/1944,12.78,-0.00622084
9/6/1944,12.47,-0.024256651
9/7/1944,12.43,-0.003207698
9/8/1944,12.41,-0.00160901
9/9/1944,12.41,0
9/11/1944,12.48,0.005640612
9/12/1944,12.54,0.004807692
9/13/1944,12.42,-0.009569378
9/14/1944,12.35,-0.005636071
9/15/1944,12.45,0.008097166
9/16/1944,12.51,0.004819277
9/18/1944,12.53,0.001598721
9/19/1944,12.64,0.008778931
9/20/1944,12.66,0.001582278
9/21/1944,12.62,-0.003159558
9/22/1944,12.65,0.002377179
9/23/1944,12.69,0.003162055
9/25/1944,12.76,0.005516154
9/26/1944,12.73,-0.002351097
9/27/1944,12.73,0
9/28/1944,12.69,-0.003142184
9/29/1944,12.74,0.00394011
9/30/1944,12.78,0.003139717
10/2/1944,12.8,0.001564945
10/3/1944,12.8,0
10/4/1944,12.87,0.00546875
10/5/1944,12.95,0.006216006
10/6/1944,12.97,0.001544402
10/7/1944,13,0.00231303
10/9/1944,12.89,-0.008461538
10/10/1944,12.93,0.003103181
10/11/1944,13.01,0.006187162
10/13/1944,13.02,0.00076864
10/14/1944,13.01,-0.000768049
10/16/1944,12.95,-0.004611837
10/17/1944,13,0.003861004
10/18/1944,13.07,0.005384615
10/19/1944,13.04,-0.002295333
10/20/1944,13.02,-0.001533742
10/21/1944,13.03,0.000768049
10/23/1944,12.8,-0.017651573
10/24/1944,12.83,0.00234375
10/25/1944,12.83,0
10/26/1944,12.73,-0.007794232
10/27/1944,12.75,0.001571092
10/28/1944,12.79,0.003137255
10/30/1944,12.76,-0.002345582
10/31/1944,12.78,0.001567398
11/1/1944,12.83,0.003912363
11/2/1944,12.9,0.005455963
11/3/1944,12.89,-0.000775194
11/4/1944,12.92,0.002327386
11/6/1944,12.96,0.003095975
11/8/1944,12.94,-0.00154321
11/9/1944,12.97,0.002318393
11/10/1944,12.98,0.00077101
11/13/1944,12.87,-0.008474576
11/14/1944,12.71,-0.012432012
11/15/1944,12.68,-0.002360346
11/16/1944,12.69,0.000788644
11/17/1944,12.67,-0.001576044
11/18/1944,12.7,0.002367798
11/20/1944,12.72,0.001574803
11/21/1944,12.81,0.007075472
11/22/1944,12.82,0.00078064
11/24/1944,12.75,-0.005460218
11/25/1944,12.76,0.000784314
11/27/1944,12.79,0.002351097
11/28/1944,12.78,-0.000781861
11/29/1944,12.85,0.005477308
11/30/1944,12.83,-0.00155642
12/1/1944,12.8,-0.00233827
12/2/1944,12.83,0.00234375
12/4/1944,12.91,0.006235386
12/5/1944,12.96,0.003872967
12/6/1944,12.96,0
12/7/1944,12.99,0.002314815
12/8/1944,13.09,0.007698229
12/9/1944,13.15,0.004583652
12/11/1944,13.17,0.001520913
12/12/1944,13.14,-0.002277904
12/13/1944,13.1,-0.00304414
12/14/1944,13.14,0.003053435
12/15/1944,13.27,0.009893455
12/16/1944,13.29,0.001507159
12/18/1944,13.19,-0.007524454
12/19/1944,13.23,0.0030326
12/20/1944,13.14,-0.006802721
12/21/1944,13.11,-0.002283105
12/22/1944,13.12,0.000762777
12/23/1944,13.15,0.002286585
12/26/1944,13.03,-0.009125475
12/27/1944,12.97,-0.004604758
12/28/1944,13.1,0.01002313
12/29/1944,13.28,0.013740458
12/30/1944,13.28,0
1/2/1945,13.33,0.00376506
1/3/1945,13.47,0.010502626
1/4/1945,13.49,0.001484781
1/5/1945,13.46,-0.00222387
1/6/1945,13.44,-0.001485884
1/8/1945,13.58,0.010416667
1/9/1945,13.59,0.000736377
1/10/1945,13.69,0.007358352
1/11/1945,13.68,-0.00073046
1/12/1945,13.64,-0.002923977
1/13/1945,13.65,0.000733138
1/15/1945,13.55,-0.007326007
1/16/1945,13.54,-0.000738007
1/17/1945,13.63,0.006646972
1/18/1945,13.57,-0.004402054
1/19/1945,13.44,-0.009579956
1/20/1945,13.35,-0.006696429
1/22/1945,13.3,-0.003745318
1/23/1945,13.21,-0.006766917
1/24/1945,13.25,0.003028009
1/25/1945,13.33,0.006037736
1/26/1945,13.46,0.009752438
1/27/1945,13.52,0.004457652
1/29/1945,13.54,0.00147929
1/30/1945,13.46,-0.005908419
1/31/1945,13.47,0.000742942
2/1/1945,13.5,0.002227171
2/2/1945,13.6,0.007407407
2/3/1945,13.65,0.003676471
2/5/1945,13.7,0.003663004
2/6/1945,13.73,0.002189781
2/7/1945,13.76,0.002184996
2/8/1945,13.76,0
2/9/1945,13.68,-0.005813953
2/10/1945,13.7,0.001461988
2/13/1945,13.9,0.01459854
2/14/1945,13.97,0.005035971
2/15/1945,14.07,0.007158196
2/16/1945,14.05,-0.001421464
2/17/1945,14.07,0.001423488
2/19/1945,14.16,0.006396588
2/20/1945,14.21,0.003531073
2/21/1945,14.19,-0.00140746
2/23/1945,14.16,-0.002114165
2/24/1945,14.12,-0.002824859
2/26/1945,14.09,-0.002124646
2/27/1945,14.2,0.007806955
2/28/1945,14.3,0.007042254
3/1/1945,14.32,0.001398601
3/2/1945,14.23,-0.006284916
3/3/1945,14.23,0
3/5/1945,14.3,0.004919185
3/6/1945,14.37,0.004895105
3/7/1945,14.38,0.000695894
3/8/1945,14.12,-0.018080668
3/9/1945,13.82,-0.021246459
3/10/1945,13.92,0.00723589
3/12/1945,13.99,0.005028736
3/13/1945,13.99,0
3/14/1945,14.01,0.001429593
3/15/1945,14.07,0.004282655
3/16/1945,14.09,0.001421464
3/17/1945,14.09,0
3/19/1945,14.01,-0.005677786
3/20/1945,13.82,-0.013561742
3/21/1945,13.69,-0.009406657
3/22/1945,13.68,-0.00073046
3/23/1945,13.74,0.004385965
3/24/1945,13.62,-0.008733624
3/26/1945,13.39,-0.016886931
3/27/1945,13.47,0.005974608
3/28/1945,13.58,0.008166295
3/29/1945,13.61,0.002209131
3/31/1945,13.64,0.002204262
4/2/1945,13.77,0.009530792
4/3/1945,13.79,0.001452433
4/4/1945,13.77,-0.001450326
4/5/1945,13.67,-0.007262164
4/6/1945,13.77,0.007315289
4/7/1945,13.84,0.005083515
4/9/1945,13.81,-0.00216763
4/10/1945,13.86,0.003620565
4/11/1945,14.06,0.014430014
4/12/1945,14.05,-0.000711238
4/13/1945,14.2,0.010676157
4/16/1945,14.49,0.020422535
4/17/1945,14.51,0.001380262
4/18/1945,14.65,0.009648518
4/19/1945,14.51,-0.009556314
4/20/1945,14.49,-0.00137836
4/21/1945,14.55,0.004140787
4/23/1945,14.63,0.005498282
4/24/1945,14.7,0.004784689
4/25/1945,14.67,-0.002040816
4/26/1945,14.64,-0.00204499
4/27/1945,14.7,0.004098361
4/28/1945,14.79,0.006122449
4/30/1945,14.84,0.003380663
5/1/1945,14.79,-0.003369272
5/2/1945,14.77,-0.001352265
5/3/1945,14.87,0.006770481
5/4/1945,14.92,0.003362475
5/5/1945,14.95,0.002010724
5/7/1945,14.93,-0.001337793
5/8/1945,14.96,0.002009377
5/9/1945,14.81,-0.010026738
5/10/1945,14.62,-0.012829169
5/11/1945,14.62,0
5/12/1945,14.73,0.00752394
5/14/1945,14.63,-0.006788866
5/15/1945,14.68,0.003417635
5/16/1945,14.69,0.000681199
5/17/1945,14.77,0.005445882
5/18/1945,14.87,0.006770481
